Objetivo;Estudiante;Entrega;Correccion;Incompleto
0;943F5AA391E4ABEB815D5CAC27DA8F1;2022-09-18T21:38:13+02:00;;Incompleto
0;3A751D673D1DC8EE4D19A465DB45CC37;2022-09-19T13:15:07+02:00;2022-09-26T18:29:53+02:00;Completo
0;E591511D2BC5605ACD505741C5D234FB;2022-09-19T14:24:55+02:00;2022-09-23T07:40:19+02:00;Completo
0;0165E294E5EC2C4A331743EF128E70;2022-09-19T20:09:53+02:00;2022-09-29T11:49:28+02:00;Completo
0;C995F647EBD8FA6836D866EF39F5E5C;2022-09-20T13:07:59+02:00;2022-09-22T11:24:43+02:00;Completo
0;37C5A019ABF642847AD755B281EF6B45;2022-09-21T03:05:29+02:00;2022-09-26T12:27:02+02:00;Completo
0;2A9B2A176D498422A186BA3CB28433E;2022-09-21T09:04:08+02:00;2022-09-21T10:30:34+02:00;Completo
0;75E15FA753AAC337E9339526FC3F83;2022-09-21T12:44:29+02:00;2022-10-10T17:19:32+02:00;Completo
0;D1D73C71E2A2DB12765E178F6F173E28;2022-09-21T16:20:57+02:00;2022-10-18T20:08:03+02:00;Completo
0;1677E595824578B919CDEE4F61D9A35;2022-09-22T09:52:20+02:00;2022-09-29T07:16:48+02:00;Completo
0;597C9E52714F34AF6DD21162ECE177D;2022-09-22T12:40:37+02:00;2022-10-05T18:30:33+02:00;Completo
0;229AB1875BB3BB81ED4313BF7DBF3A7;2022-09-22T12:49:45+02:00;2022-09-29T20:04:14+02:00;Completo
0;BEEA8ED15517D4E31E0CCCB395B3B99;2022-09-22T14:34:49+02:00;2022-09-30T13:51:38+02:00;Completo
0;963B10F2638FEEDBCE4B5E189C546;2022-09-22T19:26:42+02:00;2022-09-24T10:45:13+02:00;Completo
0;66E2E282C25D778AD8E0245F989924B;2022-09-23T09:40:20+02:00;2022-10-10T14:52:46+02:00;Completo
0;91C94EB55658EA995B1947E366583CC;2022-09-23T10:01:12+02:00;;Incompleto
0;C34A7CAD0F9343771D6E1FBCD5D6CE4;2022-09-25T17:36:39+02:00;2022-09-29T12:00:39+02:00;Completo
0;CD1C857FE9D38A16C7D5E8EFCC99CD5;2022-09-25T20:22:37+02:00;2022-09-29T11:50:48+02:00;Completo
0;9A8932849F1AAA7D24F254EBAAFF212;2022-09-26T18:53:28+02:00;2022-10-10T17:28:05+02:00;Completo
0;7C862A98EBACDDF84169434446B258;2022-09-27T11:23:48+02:00;;Incompleto
0;84192610060CAF15A0AE33383F68BB;2022-09-27T21:40:19+02:00;2022-10-13T07:15:01+02:00;Completo
0;9CA7E249135EDECD1C5AFD1D8EE85B83;2022-09-27T23:27:34+02:00;2022-09-29T07:20:11+02:00;Completo
0;60D05AA5A9D84D214C98676534612077;2022-09-30T11:24:46+02:00;2022-10-07T17:11:53+02:00;Completo
0;531F54AACC5BF01B8C2434FAE136A2CB;2022-09-30T20:04:15+02:00;2022-10-05T11:30:11+02:00;Completo
0;BF547EE1F6AAA8ACA647E4599686A5;2022-10-07T10:23:34+02:00;2022-10-10T14:50:41+02:00;Completo
0;EB92EA94A82F77C51181AC99C2DCC3;2022-10-13T21:03:49+02:00;2022-10-17T13:16:30+02:00;Completo
1;60D5746CAC8D5A9C4A287B71DF675624;2022-09-18T13:20:16+02:00;2022-09-22T11:30:09+02:00;Completo
1;D0A84B6E32DA99B80B31CF3282695C6;2022-09-21T18:27:36+02:00;2022-09-25T19:51:53+02:00;Completo
1;152F52212D5E4E2BE2FCA7EC36E8071;2022-09-22T18:06:56+02:00;;Incompleto
1;DA1E5596C83E2D48C86756371982CC3;2022-09-22T21:13:35+02:00;2022-09-30T13:43:59+02:00;Completo
1;C4703EDFF467FDE4EA6AD8851958255;2022-09-23T09:35:42+02:00;2022-10-13T13:09:55+02:00;Completo
1;3C3EDC31AEAF8A958C4271FCE761BCFD;2022-09-23T20:15:05+02:00;2022-10-03T19:50:19+02:00;Completo
1;B12AE8DBCAF460D56A7DAA147D83B59;2022-09-26T13:28:37+02:00;2022-09-28T12:06:05+02:00;Completo
1;4593936DBAB31C1461FF27AA19FF7CD;2022-09-29T11:06:40+02:00;2022-10-06T09:49:37+02:00;Completo
1;94D175CBFD1ACF2E3145646715C54;2022-09-29T12:27:00+02:00;2022-09-29T20:32:53+02:00;Completo
1;C227323CB124547D1A92FACE792532D;2022-09-29T16:39:35+02:00;2022-10-06T11:47:11+02:00;Completo
1;C995F647EBD8FA6836D866EF39F5E5C;2022-09-29T16:46:08+02:00;2022-10-06T09:42:30+02:00;Completo
1;D8E3E262776F843D113819FACE4372;2022-09-29T18:33:50+02:00;2022-09-29T20:34:40+02:00;Completo
1;1FADEABCE55ED7C688040E1A4329859;2022-10-03T10:29:09+02:00;2022-10-13T14:01:31+02:00;Completo
1;E591511D2BC5605ACD505741C5D234FB;2022-10-03T14:07:57+02:00;2022-10-06T20:04:04+02:00;Completo
1;CF966CF939E1E307D2B7224B9F79A39;2022-10-03T18:53:25+02:00;2022-10-06T14:00:57+02:00;Completo
1;3A751D673D1DC8EE4D19A465DB45CC37;2022-10-03T19:08:04+02:00;2022-10-08T18:41:10+02:00;Completo
1;37C5A019ABF642847AD755B281EF6B45;2022-10-04T00:10:02+02:00;2022-10-20T11:29:35+02:00;Completo
1;FC5EB03260C79DFCF11A1B42DB5FF79;2022-10-06T12:56:29+02:00;2022-10-13T13:09:55+02:00;Completo
1;2A9B2A176D498422A186BA3CB28433E;2022-10-06T14:01:32+02:00;2022-10-13T13:26:57+02:00;Completo
1;C34A7CAD0F9343771D6E1FBCD5D6CE4;2022-10-07T09:19:24+02:00;;Incompleto
1;BEEA8ED15517D4E31E0CCCB395B3B99;2022-10-10T20:56:45+02:00;2022-10-24T12:33:09+02:00;Completo
1;2A5AD9276A52849D77B75E895EAA5F4;2022-10-12T14:12:27+02:00;2022-10-21T09:52:49+02:00;Completo
1;9A8932849F1AAA7D24F254EBAAFF212;2022-10-13T21:55:27+02:00;2022-11-10T07:17:20+01:00;Completo
1;1677E595824578B919CDEE4F61D9A35;2022-10-14T09:12:09+02:00;2022-10-19T12:50:04+02:00;Completo
1;597C9E52714F34AF6DD21162ECE177D;2022-10-14T09:53:52+02:00;2022-10-27T11:53:53+02:00;Completo
1;142B52CB9B72EF5FC24B45B993B61B;2022-10-14T13:32:48+02:00;2022-11-10T17:23:10+01:00;Completo
1;75E15FA753AAC337E9339526FC3F83;2022-10-14T13:32:52+02:00;2022-10-27T13:33:13+02:00;Completo
1;0165E294E5EC2C4A331743EF128E70;2022-10-16T04:04:55+02:00;2022-11-11T10:20:48+01:00;Completo
1;66E2E282C25D778AD8E0245F989924B;2022-10-17T15:33:06+02:00;;Incompleto
1;229AB1875BB3BB81ED4313BF7DBF3A7;2022-10-19T12:51:14+02:00;;Incompleto
1;531F54AACC5BF01B8C2434FAE136A2CB;2022-10-20T11:58:18+02:00;2022-10-22T13:39:22+02:00;Completo
1;9CA7E249135EDECD1C5AFD1D8EE85B83;2022-10-20T19:23:40+02:00;2022-11-07T17:44:54+01:00;Completo
1;963B10F2638FEEDBCE4B5E189C546;2022-10-22T11:14:43+02:00;2022-10-23T20:55:56+02:00;Completo
1;CD1C857FE9D38A16C7D5E8EFCC99CD5;2022-10-25T18:29:45+02:00;2022-11-02T17:33:46+01:00;Completo
1;BF547EE1F6AAA8ACA647E4599686A5;2022-10-26T23:42:17+02:00;2022-10-30T18:01:39+01:00;Completo
1;D1D73C71E2A2DB12765E178F6F173E28;2022-11-11T17:55:19+01:00;2022-11-22T19:59:17+01:00;Completo
2;60D5746CAC8D5A9C4A287B71DF675624;2022-10-05T17:40:24+02:00;2022-10-25T19:49:46+02:00;Completo
2;D0A84B6E32DA99B80B31CF3282695C6;2022-10-07T08:49:44+02:00;2022-10-27T09:45:56+02:00;Completo
2;94D175CBFD1ACF2E3145646715C54;2022-10-07T10:10:22+02:00;2022-10-14T14:41:51+02:00;Completo
2;3C3EDC31AEAF8A958C4271FCE761BCFD;2022-10-15T19:00:29+02:00;2022-11-07T15:37:55+01:00;Completo
2;D8E3E262776F843D113819FACE4372;2022-10-18T11:55:21+02:00;2022-10-23T19:07:03+02:00;Completo
2;DA1E5596C83E2D48C86756371982CC3;2022-10-19T11:26:38+02:00;2022-10-28T09:58:12+02:00;Completo
2;C4703EDFF467FDE4EA6AD8851958255;2022-10-21T09:47:15+02:00;2022-11-11T07:41:30+01:00;Completo
2;4593936DBAB31C1461FF27AA19FF7CD;2022-10-23T17:19:01+02:00;2022-10-27T09:45:56+02:00;Completo
2;B12AE8DBCAF460D56A7DAA147D83B59;2022-10-24T12:36:54+02:00;2022-11-07T14:42:22+01:00;Completo
2;1FADEABCE55ED7C688040E1A4329859;2022-10-25T11:40:19+02:00;2022-11-14T12:43:53+01:00;Completo
2;2A9B2A176D498422A186BA3CB28433E;2022-10-26T19:26:25+02:00;2022-10-27T19:52:28+02:00;Completo
2;CF966CF939E1E307D2B7224B9F79A39;2022-10-26T21:52:57+02:00;2022-10-28T09:50:35+02:00;Completo
2;1677E595824578B919CDEE4F61D9A35;2022-10-27T13:23:52+02:00;2022-11-03T20:14:10+01:00;Completo
2;3A751D673D1DC8EE4D19A465DB45CC37;2022-10-27T13:24:45+02:00;2022-10-27T20:09:42+02:00;Completo
2;37C5A019ABF642847AD755B281EF6B45;2022-10-27T14:28:45+02:00;2022-11-15T07:44:10+01:00;Completo
2;FC5EB03260C79DFCF11A1B42DB5FF79;2022-10-28T20:27:16+02:00;2022-11-10T20:59:40+01:00;Completo
2;E591511D2BC5605ACD505741C5D234FB;2022-11-03T08:49:19+01:00;2022-11-03T10:04:03+01:00;Completo
2;2A5AD9276A52849D77B75E895EAA5F4;2022-11-03T10:43:20+01:00;2022-11-10T19:59:29+01:00;Completo
2;C995F647EBD8FA6836D866EF39F5E5C;2022-11-03T19:25:06+01:00;2022-11-23T19:38:40+01:00;Completo
2;597C9E52714F34AF6DD21162ECE177D;2022-11-04T10:41:03+01:00;;Incompleto
2;C227323CB124547D1A92FACE792532D;2022-11-12T21:31:12+01:00;2022-12-02T12:27:14+01:00;Completo
2;BEEA8ED15517D4E31E0CCCB395B3B99;2022-11-14T13:28:53+01:00;2022-11-30T20:16:27+01:00;Completo
2;7215EE9C7D9DC229D2921A40E899EC5F;2022-11-24T23:36:31+01:00;2022-11-29T10:45:16+01:00;Completo
2;9CA7E249135EDECD1C5AFD1D8EE85B83;2022-11-28T20:53:10+01:00;2022-12-01T10:20:12+01:00;Completo
2;142B52CB9B72EF5FC24B45B993B61B;2022-11-30T13:22:24+01:00;;Incompleto
2;9A8932849F1AAA7D24F254EBAAFF212;2022-11-30T18:59:56+01:00;2022-12-28T20:16:51+01:00;Completo
2;CD1C857FE9D38A16C7D5E8EFCC99CD5;2022-12-02T21:51:53+01:00;;Incompleto
2;0165E294E5EC2C4A331743EF128E70;2022-12-09T10:13:42+01:00;;Incompleto
2;75E15FA753AAC337E9339526FC3F83;2022-12-11T13:04:44+01:00;;Incompleto
2;963B10F2638FEEDBCE4B5E189C546;2022-12-12T18:49:33+01:00;;Incompleto
2;BF547EE1F6AAA8ACA647E4599686A5;2022-12-15T08:53:56+01:00;;Incompleto
3;94D175CBFD1ACF2E3145646715C54;2022-10-27T09:12:27+02:00;2022-10-27T10:16:24+02:00;Completo
3;4593936DBAB31C1461FF27AA19FF7CD;2022-10-28T10:13:51+02:00;2022-10-28T19:45:07+02:00;Completo
3;D0A84B6E32DA99B80B31CF3282695C6;2022-10-29T17:15:39+02:00;2022-10-30T18:15:23+01:00;Completo
3;60D5746CAC8D5A9C4A287B71DF675624;2022-10-30T14:40:12+01:00;2022-11-03T09:49:03+01:00;Completo
3;D8E3E262776F843D113819FACE4372;2022-10-31T18:07:55+01:00;2022-11-10T20:00:19+01:00;Completo
3;DA1E5596C83E2D48C86756371982CC3;2022-10-31T18:14:13+01:00;2022-11-03T17:20:15+01:00;Completo
3;CF966CF939E1E307D2B7224B9F79A39;2022-11-02T20:02:55+01:00;2022-11-11T17:41:54+01:00;Completo
3;3A751D673D1DC8EE4D19A465DB45CC37;2022-11-03T18:38:26+01:00;2022-11-11T07:41:30+01:00;Completo
3;2A9B2A176D498422A186BA3CB28433E;2022-11-03T20:25:31+01:00;2022-11-10T20:07:43+01:00;Completo
3;C227323CB124547D1A92FACE792532D;2022-11-08T03:31:36+01:00;2022-12-09T09:07:44+01:00;Completo
3;FC5EB03260C79DFCF11A1B42DB5FF79;2022-11-11T10:15:22+01:00;2022-12-01T12:31:59+01:00;Completo
3;E591511D2BC5605ACD505741C5D234FB;2022-11-12T20:54:07+01:00;2022-11-17T09:48:52+01:00;Completo
3;B12AE8DBCAF460D56A7DAA147D83B59;2022-11-13T19:21:01+01:00;2022-11-15T07:37:19+01:00;Completo
3;C4703EDFF467FDE4EA6AD8851958255;2022-11-13T20:03:56+01:00;2022-11-21T12:01:17+01:00;Completo
3;1FADEABCE55ED7C688040E1A4329859;2022-11-14T19:29:47+01:00;2022-12-11T18:31:52+01:00;Completo
3;3C3EDC31AEAF8A958C4271FCE761BCFD;2022-11-16T10:33:31+01:00;2022-12-11T18:30:43+01:00;Completo
3;1677E595824578B919CDEE4F61D9A35;2022-11-17T11:45:52+01:00;2022-11-24T17:29:02+01:00;Completo
3;2A5AD9276A52849D77B75E895EAA5F4;2022-11-17T14:21:00+01:00;2022-12-01T17:26:22+01:00;Completo
3;37C5A019ABF642847AD755B281EF6B45;2022-11-18T20:25:02+01:00;2022-11-23T11:11:00+01:00;Completo
3;C995F647EBD8FA6836D866EF39F5E5C;2022-12-01T20:24:27+01:00;2022-12-12T17:18:11+01:00;Completo
3;BEEA8ED15517D4E31E0CCCB395B3B99;2022-12-09T19:35:56+01:00;2022-12-15T13:02:03+01:00;Completo
3;9CA7E249135EDECD1C5AFD1D8EE85B83;2022-12-15T09:17:16+01:00;2022-12-16T09:01:38+01:00;Completo
3;531F54AACC5BF01B8C2434FAE136A2CB;2022-12-18T20:11:34+01:00;2022-12-20T10:51:17+01:00;Completo
3;9A8932849F1AAA7D24F254EBAAFF212;2022-12-27T13:03:09+01:00;2023-01-03T20:08:25+01:00;Completo
4;94D175CBFD1ACF2E3145646715C54;2022-10-28T09:46:57+02:00;2022-10-28T13:40:18+02:00;Completo
4;D0A84B6E32DA99B80B31CF3282695C6;2022-11-03T18:21:12+01:00;2022-12-01T10:04:57+01:00;Completo
4;60D5746CAC8D5A9C4A287B71DF675624;2022-11-08T11:08:59+01:00;2022-11-10T09:56:17+01:00;Completo
4;DA1E5596C83E2D48C86756371982CC3;2022-11-10T13:29:20+01:00;2022-11-21T14:23:52+01:00;Completo
4;D8E3E262776F843D113819FACE4372;2022-11-23T22:07:32+01:00;2022-12-01T17:07:58+01:00;Completo
4;37C5A019ABF642847AD755B281EF6B45;2022-11-29T22:06:22+01:00;;Incompleto
4;3A751D673D1DC8EE4D19A465DB45CC37;2022-12-01T14:39:26+01:00;2022-12-16T17:34:19+01:00;Completo
4;CF966CF939E1E307D2B7224B9F79A39;2022-12-01T17:05:20+01:00;2022-12-16T11:52:03+01:00;Completo
4;1FADEABCE55ED7C688040E1A4329859;2022-12-08T17:21:38+01:00;2022-12-21T10:18:48+01:00;Completo
4;4593936DBAB31C1461FF27AA19FF7CD;2022-12-10T15:37:19+01:00;2022-12-15T09:49:29+01:00;Completo
4;FC5EB03260C79DFCF11A1B42DB5FF79;2022-12-15T10:32:43+01:00;2023-01-24T17:26:16+01:00;Completo
4;2A9B2A176D498422A186BA3CB28433E;2022-12-16T09:01:12+01:00;2022-12-16T10:06:12+01:00;Completo
4;C227323CB124547D1A92FACE792532D;2022-12-16T19:15:40+01:00;2022-12-28T12:13:39+01:00;Completo
4;C995F647EBD8FA6836D866EF39F5E5C;2022-12-17T18:36:28+01:00;;Incompleto
4;E591511D2BC5605ACD505741C5D234FB;2022-12-18T18:16:54+01:00;2022-12-22T10:06:13+01:00;Completo
4;C4703EDFF467FDE4EA6AD8851958255;2022-12-19T19:07:18+01:00;;Incompleto
4;B12AE8DBCAF460D56A7DAA147D83B59;2022-12-20T16:57:50+01:00;;Incompleto
4;BEEA8ED15517D4E31E0CCCB395B3B99;2022-12-25T14:22:07+01:00;;Incompleto
4;9A8932849F1AAA7D24F254EBAAFF212;2023-01-05T12:58:42+01:00;2023-02-01T17:49:26+01:00;Completo
4;2A5AD9276A52849D77B75E895EAA5F4;2023-01-15T23:55:42+01:00;2023-02-03T08:00:29+01:00;Completo
4;1677E595824578B919CDEE4F61D9A35;2023-01-21T19:25:22+01:00;;Incompleto
4;531F54AACC5BF01B8C2434FAE136A2CB;2023-01-23T10:15:44+01:00;2023-02-03T08:30:36+01:00;Completo
5;60D5746CAC8D5A9C4A287B71DF675624;2022-11-09T21:29:32+01:00;2022-11-14T14:58:59+01:00;Completo
5;94D175CBFD1ACF2E3145646715C54;2022-11-10T09:13:34+01:00;2022-11-10T09:56:17+01:00;Completo
5;DA1E5596C83E2D48C86756371982CC3;2022-11-23T22:41:16+01:00;2022-12-02T12:32:56+01:00;Completo
5;D8E3E262776F843D113819FACE4372;2022-12-12T16:40:25+01:00;2022-12-15T17:43:28+01:00;Completo
5;CF966CF939E1E307D2B7224B9F79A39;2022-12-20T14:19:53+01:00;2023-01-12T12:40:32+01:00;Completo
5;2A9B2A176D498422A186BA3CB28433E;2022-12-20T20:06:32+01:00;2023-01-10T11:02:34+01:00;Completo
5;4593936DBAB31C1461FF27AA19FF7CD;2022-12-22T10:07:41+01:00;2023-01-27T17:16:03+01:00;Completo
5;1FADEABCE55ED7C688040E1A4329859;2022-12-27T08:39:28+01:00;2022-12-29T12:13:25+01:00;Completo
5;3A751D673D1DC8EE4D19A465DB45CC37;2023-01-02T16:20:47+01:00;2023-01-10T20:32:38+01:00;Completo
5;9A8932849F1AAA7D24F254EBAAFF212;2023-01-13T13:27:29+01:00;2023-02-03T12:57:56+01:00;Completo
5;E591511D2BC5605ACD505741C5D234FB;2023-01-15T15:05:51+01:00;2023-01-23T13:42:19+01:00;Completo
5;C227323CB124547D1A92FACE792532D;2023-01-17T04:44:10+01:00;2023-02-02T08:47:31+01:00;Completo
5;FC5EB03260C79DFCF11A1B42DB5FF79;2023-01-26T13:49:02+01:00;;Incompleto
5;531F54AACC5BF01B8C2434FAE136A2CB;2023-02-04T13:32:47+01:00;2023-02-06T18:42:40+01:00;Completo
5;2A5AD9276A52849D77B75E895EAA5F4;2023-02-04T18:57:13+01:00;2023-02-07T11:52:40+01:00;Completo
6;94D175CBFD1ACF2E3145646715C54;2022-11-10T12:48:59+01:00;2022-11-15T10:31:44+01:00;Completo
6;60D5746CAC8D5A9C4A287B71DF675624;2022-11-11T11:36:35+01:00;2022-11-17T07:21:44+01:00;Completo
6;DA1E5596C83E2D48C86756371982CC3;2022-12-22T18:46:24+01:00;;Incompleto
6;D8E3E262776F843D113819FACE4372;2022-12-26T16:21:22+01:00;2022-12-29T11:13:41+01:00;Completo
6;1FADEABCE55ED7C688040E1A4329859;2022-12-30T11:01:48+01:00;2023-01-05T09:09:06+01:00;Completo
6;9A8932849F1AAA7D24F254EBAAFF212;2023-02-05T19:31:56+01:00;2023-02-06T15:00:03+01:00;Completo
6;531F54AACC5BF01B8C2434FAE136A2CB;2023-02-07T10:12:29+01:00;2023-02-09T07:31:25+01:00;Completo
7;94D175CBFD1ACF2E3145646715C54;2022-12-22T10:06:45+01:00;2022-12-23T11:30:11+01:00;Completo
7;60D5746CAC8D5A9C4A287B71DF675624;2023-01-13T12:40:04+01:00;2023-01-16T08:56:00+01:00;Completo
7;1FADEABCE55ED7C688040E1A4329859;2023-01-26T18:26:53+01:00;2023-01-27T17:28:09+01:00;Completo
8;60D5746CAC8D5A9C4A287B71DF675624;2023-01-16T16:12:15+01:00;2023-01-18T09:48:12+01:00;Completo
