0 → 1 ; 46; 0.901961;10.87; 6.12; 10.20
1 → 2 ; 41; 0.803922;2.44; 0.00; 9.76
2 → 3 ; 37; 0.72549;2.70; 7.50; 2.50
3 → 4 ; 36; 0.705882;8.33; 5.26; 10.53
4 → 5 ; 32; 0.627451;6.25; 8.57; 8.57
5 → 6 ; 31; 0.607843;9.68; 8.82; 2.94
6 → 7 ; 32; 0.627451;62.50; 5.88; 61.76
7 → 8 ; 11; 0.215686;63.64; 8.33; 66.67
8 → 9 ; 3; 0.058824;33.33; 25.00; 25.00
9 → 10 ; 2; 0.039216;100.00; 0.00; 100.00
10 → 11 ; 0; 0;Inf; NaN; Inf
