0 → 1 ; 39; 7.69; 9.30; 16.28
1 → 2 ; 32; 6.25; 11.11; 22.22
2 → 3 ; 24; 0.00; 20.00; 0.00
3 → 4 ; 24; 8.33; 0.00; 33.33
4 → 5 ; 16; 0.00; 27.27; 0.00
5 → 6 ; 16; 56.25; 0.00; 62.50
6 → 7 ; 6; 50.00; 14.29; 42.86
7 → 8 ; 3; 66.67; 0.00; 66.67
8 → 9 ; 1; 200.00; 0.00; 200.00
