0 → 1 ; 33; 0.875;0.825;6.06; 5.71; 8.57
1 → 2 ; 30; 0.775;0.75;3.33; 3.23; 9.68
2 → 3 ; 27; 0.725;0.675;3.70; 6.90; 3.45
3 → 4 ; 26; 0.65;0.65;7.69; 0.00; 11.54
4 → 5 ; 23; 0.6;0.575;0.00; 4.17; 0.00
5 → 6 ; 23; 0.575;0.575;30.43; 0.00; 30.43
6 → 7 ; 16; 0.4;0.4;56.25; 0.00; 62.50
7 → 8 ; 6; 0.175;0.15;0.00; 14.29; 0.00
8 → 9 ; 6; 0.15;0.15;16.67; 0.00; 33.33
9 → 10 ; 4; 0.125;0.1;125.00; 20.00; 100.00
